Taxon,NMDS1,time
Afrochoerodon_kisumuensis,-0.0810981217987756,19.382140916910842
Afromastodon_coppensi,-0.018460262550070355,15.997690871131725
Amebelodon_floridanus,0.14203580231293328,9.490865418577869
Amebelodon_fricki,0.19426682500211168,9.43827190343215
Anancus_arvernensis,0.26396593833433835,12.725366600039573
Anancus_kazachstanensis,0.26396593833433835,6.3466483380749885
Anancus_kenyensis,0.24232914684227472,8.352008109689372
Anancus_lehmanni,0.13481435599405564,9.441558998128759
Anancus_osiris,0.19495139849217188,7.747469693781892
Anancus_perimensis,0.10042121401263135,3.197459114331568
Anancus_petrocchii,0.1307714965527575,6.415624825191329
Anancus_sinensis,0.21709406502090942,9.332550857756484
Anancus_sivalensis,0.291867122932478,1.414361745786602
Anancus_ultimus,0.2809805710506907,5.671442886348881
Aphanobelodon_zhaoi,-0.6663391845029315,14.689273177445294
Archaeobelodon_filholi,-0.5308232758026188,20.996989893954694
Barytherium_grave,-2.4526348779374225,36.35859194025646
Chilgatherium_harrisi,-1.7345110490052904,27.413689750115797
Choerolophodon_anatolicus,-0.34616195268889494,10.12856178971971
Choerolophodon_chioticus,-0.09840971378152209,16.10030382726768
Choerolophodon_corrugatus,-0.9745074678429785,19.360637752934718
Choerolophodon_guangheensis,-0.3697161142810611,14.574259864072362
Choerolophodon_ngorora,-0.028215271222564085,15.946209388022092
Choerolophodon_pentelici,-0.41458384302967494,12.01535414557237
Cuvieronius_hyodon,0.4378721906867454,2.9353400630477786
Deinotherium_bozasi,-1.7187344986977489,9.441558998128759
Deinotherium_giganteum,-1.6866405917305127,14.77390561558764
Deinotherium_indicum,-1.6866405917314717,13.87549973376889
Deinotherium_levius,-1.6731101853946966,13.40025604266187
Deinotherium_proavum,-1.6866405917360743,9.43827190343215
Elephas_atavus,1.3728505567659561,3.237378764360926
Elephas_ekorensis,1.0623411321369143,5.030779929743764
Elephas_hysudricus,1.3728505567659561,2.458429823929843
Elephas_hysudrindicus,1.3728505567659561,1.2793653567291619
Elephas_maximus,1.3074117970518275,1.590540321245308
Elephas_planifrons,1.0600025609410237,4.482838644320585
Eozygodon_morotoensis,-0.8159590021141763,24.28819470896897
Eritreum_melakeghebrekristosi,-0.7066557852550664,26.283177181627416
Eubelodon_morrilli,-0.039690554696740356,14.778235740332486
Gnathabelodon_buckneri,0.3561603895522945,10.263332672280615
Gnathabelodon_thorpei,0.42321279112321947,9.43827190343215
Gomphotherium_angustidens,-0.3437655821453716,18.661207603328922
Gomphotherium_annectens,-0.37010116513594427,18.205524475734425
Gomphotherium_basal,-0.4473449992910748,31.000505803777724
Gomphotherium_browni,-0.3075190025468829,18.370309222952855
Gomphotherium_connexum,-0.37010116513594427,14.899199225121544
Gomphotherium_cooperi,-0.3994084608372224,18.50122299439578
Gomphotherium_hannibali,-0.37010116513594427,18.205524475734425
Gomphotherium_inopinatum,-0.5778966388649661,15.468075613655811
Gomphotherium_mongoliense,-0.37010116513594427,18.137852526200067
Gomphotherium_productum,-0.10035667183494128,17.394551112724436
Gomphotherium_steinheimense,-0.3502176594491121,12.794178582416684
Gomphotherium_subtapiroideum,-0.444332803618108,18.284386747646344
Gomphotherium_sylvaticum,-0.3994084608372224,18.29790713714988
Gomphotherium_tassyi,-0.4042822148799303,13.348244544283242
Gomphotherium_wimani,-0.37010116513594427,14.33318291898226
Hemimastodon_crepusculi,-0.22342280952781784,25.614652922377186
Konobelodon_atticus,0.1510021621743645,9.444846092825365
Konobelodon_britti,0.17068346624635516,9.43827190343215
Konobelodon_cyrenaicus,0.3000603282361615,6.409327643778328
Konobelodon_robustus,0.09805913644249031,9.885316782170758
Losodokodon_losodokius,-2.2016707537771056,26.897040044159557
Loxodonta_adaurora,1.0487850539400314,4.92786096479211
Loxodonta_africana,1.0829925401151272,0.9372104997255933
Loxodonta_atlantica,1.27222745085972,3.0461202544703774
Loxodonta_cookei,0.9252485829590493,6.787158528558445
Loxodonta_cyclotis,1.0829925401151272,0.04730536280143583
Loxodonta_exoptata,1.028396712643735,4.748704303538908
Mammut_americanum,-0.23925063051169115,4.466628677334048
Mammut_borsoni,-0.5393608900582229,9.43827190343215
Mammut_obliquelophus,-0.9618879050248158,8.06233776469129
Mammuthus_africanavus,1.1219298862578286,5.372835283880898
Mammuthus_columbi,1.305396976663953,0.6126101484428152
Mammuthus_creticus,1.1378352533463387,0.7665600835254348
Mammuthus_exilis,1.2140114269068318,0.47030169873512795
Mammuthus_gromovi,1.1721885743051852,3.611897053709759
Mammuthus_lamarmorai,1.200898889308842,0.4636198562405777
Mammuthus_meridionalis,1.2869965435652333,3.160292543614567
Mammuthus_primigenius,1.2091295275713478,1.0975596191597745
Mammuthus_protomammonteus,1.1845023681020337,1.0268745828225991
Mammuthus_rumanus,1.1295161336109747,3.4657363430238277
Mammuthus_subplanifrons,0.9459992314216672,6.635859169835238
Mammuthus_trogontherii,1.305396976663953,1.290537178573742
Megabelodon_joraki,-0.039690554696740356,14.159777923426514
Megabelodon_lulli,-0.039690554696740356,12.725366600039573
Megabelodon_minor,-0.10035667183494128,11.433538384272856
Miomastodon_gobiensis,-0.642758585233312,18.320047774990737
Miomastodon_metachinjiensis,-0.452822722860618,18.205524475734425
Miomastodon_proavus,-0.452822722860618,16.92779766620951
Moeritherium_andrewsi,-2.11487309386104,30.955785227440312
Moeritherium_chehbeurameuri,-2.11487309386104,36.35859194025646
Moeritherium_lyonsi,-2.11487309386104,36.35859194025646
Moeritherium_trigodon,-2.030951050171144,36.35859194025646
Numidotherium_savagei,-2.394532754523722,36.35859194025646
Omanitherium_dhofarensis,-2.5845058137125863,31.5848822668475
Palaeoloxodon_antiquus,1.4264325411591627,1.1315025970095594
Palaeoloxodon_creutzburgi,1.1069478614560662,0.06885198352948671
Palaeoloxodon_cypriotes,1.17778725653354,0.5799037062158916
Palaeoloxodon_falconeri,1.250968813712554,1.4992296907135614
Palaeoloxodon_jolensis,1.4264325411591015,0.692871460659127
Palaeoloxodon_lomolinoi,1.1293879378275369,0.08808503760691425
Palaeoloxodon_mnaidriensis,1.2053539188079927,0.4585352097590135
Palaeoloxodon_namadicus,1.4264325411591212,1.5946959409629153
Palaeoloxodon_naumanni,1.3728505567659561,0.7259304630428131
Palaeoloxodon_recki,1.4264325412117054,2.0956128716801476
Palaeoloxodon_tiliensis,1.0265686637884524,0.06923664461103524
Palaeomastodon_beadnelli,-1.4388705141382352,33.07432254654193
Paratetralophodon_exoletus,-0.27157001292823174,10.193186651471724
Paratetralophodon_hasnotensis,-0.26153441782188397,8.65605536886627
Pediolophodon_campester,0.007824042478832506,11.9633166464447
Phiomia_major,-1.4388705141382352,26.538629540853158
Phiomia_serridens,-1.4388705141382363,32.90287618341164
Platelephas_platycephalus,0.9447789750277256,4.028838065198003
Platybelodon_dangheensis,-0.3303461876688306,18.247885696102024
Platybelodon_danovi,-0.3303461876688306,17.82552352843784
Platybelodon_grangeri,-0.3303461876688306,16.113544208704575
Platybelodon_tongxinensis,-0.3303461876688306,15.166856935966388
Primelephas_korotorensis,0.8921487984270264,8.071783536810804
Prodeinotherium_bavaricum,-1.9433958541274168,18.230235187615527
Prodeinotherium_hobleyi,-1.9433958541274021,25.58204198290155
Prodeinotherium_pentapotamiae,-1.9433958541273988,23.82419643082657
Progomphotherium_maraisi,-0.29814124244688395,22.31656290901045
Protanancus_brevirostris,-0.30781460864870264,14.580770051621775
Protanancus_chinjiensis,-0.24262266061734283,18.230235187615527
Protanancus_macinnesi,-0.24262266061734283,15.815635626374378
Protanancus_tobieni,-0.24262266061734283,14.898739211869206
Rhynchotherium_falconeri,-0.025615189569325802,2.640608072230752
Rhynchotherium_tlascalae,0.007824042478832506,9.567521626936173
Serbelodon_barbourensis,0.14203580231293328,11.012790263107105
Sinomammut_tobieni,0.121922736553117,7.819896280290736
Sinomastodon_bumiajuensis,0.06667989826828416,2.338712875051746
Sinomastodon_huananensis,-0.2593372779189792,4.475488932585654
Sinomastodon_intermedius,-0.061370878011600995,4.47209783489284
Sinomastodon_jiangnanensis,0.20360746973375174,1.290537178573742
Sinomastodon_praeintermedius,-0.189096596868156,6.302275559757303
Sinomastodon_sendaicus,-0.012289294185075288,4.650756981813361
Sinomastodon_yangziensis,0.15066725153040295,2.2035634815864613
Stegodibelodon_schneideri,0.8704174816117859,6.675731818510522
Stegodon_aurorae,0.8389908728423472,2.5973963273607197
Stegodon_bombifrons,0.7690629635031959,3.8655388607759877
Stegodon_elephantoides,0.8236084510019753,4.490180355825072
Stegodon_florensis,0.8160998240286682,0.7775038988014675
Stegodon_ganesa,0.8236084510019753,3.0056825895177264
Stegodon_huananensis,0.7690629635031959,3.731611502515852
Stegodon_insignis,0.8236084510019753,4.244074265852334
Stegodon_kaisensis,0.7690629635031959,7.388539353500115
Stegodon_luzonensis,0.6955358639004714,1.4010403620161438
Stegodon_orientalis,0.8389908728423472,3.193329495363012
Stegodon_pinjorensis,0.8236084510019753,1.4208459325869685
Stegodon_sompoensis,0.7777296115004545,3.9325312907343157
Stegodon_sondaari,0.7681630309323306,1.290537178573742
Stegodon_timorensis,0.7681630309323306,0.4535130650780393
Stegodon_trigonocephalus,0.8236084510019753,2.4748672974705044
Stegodon_zdanskyi,0.8621663910429401,7.636992011074189
Stegolophodon_hueiheensis,0.48923187624047826,18.244655603047555
Stegolophodon_latidens,0.36803577335331755,13.655583398286396
Stegolophodon_lydekkeri,0.5269630239451,1.7214195916943196
Stegolophodon_nasaiensis,0.333689150397332,14.715073920728672
Stegolophodon_pseudolatidens,0.3650486364473039,18.205524475734425
Stegolophodon_stegodontoides,0.5269630239451,9.70698914480058
Stegoloxodon_celebensis,1.0648198704741185,3.6737418353715436
Stegomastodon_aftoniae,0.6581464365553569,2.088018652901302
Stegomastodon_mirificus,0.5111606531979184,4.715391843853477
Stegomastodon_platensis,0.5823838548851273,1.1521626921980506
Stegomastodon_primitivus,0.5111606531979184,5.308036917130423
Stegotetrabelodon_orbus,0.3871747782297196,7.734884331215204
Stegotetrabelodon_syrticus,0.40844301481071454,9.43827190343215
Tetralophodon_euryrostris,0.06993398136039242,9.43827190343215
Tetralophodon_longirostris,-0.2977653621286051,12.725366600039573
Tetralophodon_xiaolongtanensis,-0.2977653621286051,12.915412074984289
Torynobelodon_barnumbrowni,0.06564896177315817,10.69065498283958
Torynobelodon_loomisi,0.06564896177315817,9.126976935458881
Zygolophodon_aegyptensis,-0.5728394071317219,18.205524475734425
Zygolophodon_chinjiensis,-0.5354171867587222,12.265173342514535
Zygolophodon_turicensis,-0.6224305614232428,18.205524475734425
